File Name,LFHD_X,LFHD_Y,LFHD_Z,RFHD_X,RFHD_Y,RFHD_Z,LBHD_X,LBHD_Y,LBHD_Z,RBHD_X,RBHD_Y,RBHD_Z,C7_X,C7_Y,C7_Z,T10_X,T10_Y,T10_Z,CLAV_X,CLAV_Y,CLAV_Z,STRN_X,STRN_Y,STRN_Z,LSHO_X,LSHO_Y,LSHO_Z,LELB_X,LELB_Y,LELB_Z,LIWR_X,LIWR_Y,LIWR_Z,LOWR_X,LOWR_Y,LOWR_Z,LFIN_X,LFIN_Y,LFIN_Z,RSHO_X,RSHO_Y,RSHO_Z,RELB_X,RELB_Y,RELB_Z,RIWR_X,RIWR_Y,RIWR_Z,ROWR_X,ROWR_Y,ROWR_Z,RFIN_X,RFIN_Y,RFIN_Z,LFWT_X,LFWT_Y,LFWT_Z,RFWT_X,RFWT_Y,RFWT_Z,LBWT_X,LBWT_Y,LBWT_Z,RBWT_X,RBWT_Y,RBWT_Z,LKNE_X,LKNE_Y,LKNE_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LTOE_X,LTOE_Y,LTOE_Z,RKNE_X,RKNE_Y,RKNE_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RTOE_X,RTOE_Y,RTOE_Z
TVC03_BWA6,20.856242006298597,4.5702970759887185,9.796300943223997,19.24077851554841,6.287233242601388,11.633837875985728,2.056191297805349,10.885276394505654,4.555812947079125,13.13988101200612,19.78883078591577,4.817431551728551,2.4026253819672827,30.278337237169268,13.799636124768963,1.8047447210681253,13.714949623230964,2.1402347159465243,3.7238144101626816,1.0943962933622027,4.8837510884404844,10.53462033546856,22.44124569497729,41.367250357639534,14.561715214483199,6.750748599464026,6.321186933421982,2.7177009835126533,23.91620459014734,5.736916133638749,10.064151473716315,7.075334717620069,4.4431701035335145,10.799454101598569,4.618046487597655,5.298569659104734,16.698809573992474,24.798052460120967,32.31934114398893,21.357204409144213,27.651783627052858,21.626887306620734,12.005882794918023,2.1375605736769017,18.74439102338339,7.350825624550808,15.813361474748978,7.365977402921513,20.79269478676449,10.09521615856614,4.090343971804066,11.078766513984647,4.356693376555989,4.409174677792593,7.576135303841715,6.039836835808165,27.473195074927954,2.4565604857528567,14.133315251719567,23.237987428141118,24.883478691940248,17.26541825078088,2.5500147005872544,20.577422806199586,7.000934152104565,2.701098592183216,1.4497878732982281,27.296389657875586,26.566160302273556,9.476306828444883,3.617067320726074,9.962564538397698,2.32206966584596,11.730275160080865,15.804054439531948,5.943483052967692,8.71228768695581,11.714812410819253,4.072286999265397,18.42205799328737,40.51981781958473,4.746312826043109,10.098014501562638,2.317601547623105,7.278341049214491,9.129766557651578,3.175538535112799,7.373410939242073,10.24362796061031,18.87040982124405
TVC03_BWA7,20.61293888438864,4.32497982741481,13.36704805318047,20.43806439105472,7.6470100779878605,16.214904042930087,1.72665421155648,13.175812349566238,5.584368388577285,13.76700990674048,21.77733813327362,5.537511752201961,4.038809526669561,29.506314784827815,14.05883317403664,1.5819096437263476,12.705875365139402,2.284557363026822,2.1777752774948786,0.8121975882830124,7.250025333861959,7.266688566662822,24.12266186540483,39.58958193942972,16.162660357571834,7.656555610139985,4.320501034076397,4.634081560831803,25.153469749267014,10.612949253746827,12.392970325720256,5.450438321968414,4.545710555029131,10.586658298160156,3.8300048547093146,3.7651455213581273,15.335660773030234,17.793573514503592,36.40861685243667,23.1370910109438,18.270798236671077,20.69789109510534,12.582365021446712,1.3313693338415133,18.13749514769645,6.596198055539196,17.94879556740571,6.90140034818002,18.06227759234776,9.942064850308777,3.9702178013270797,11.704788181846498,4.395089016241186,3.9081576636474056,2.9522256586211837,5.52003955180289,27.488426192313838,3.1400030989587577,13.677345407090035,22.795716612047737,23.420404770221914,16.941325711516235,2.410703481592204,21.547981501670716,7.8513621768126125,2.9622505833120907,2.5221937567804735,34.05166971818355,25.680104205511274,10.108145662292635,4.440756154141275,6.594259309552913,1.8069506140923068,10.26724916979738,11.517752234212953,9.967761611304672,9.51497268177805,9.669969843523536,3.8211821222601974,24.529407260374786,48.210070163146405,3.9566828289587574,9.748389783420714,1.857654619540564,8.720458784861263,8.044625974584758,3.0388910031426546,6.442009978636897,9.000159154245756,17.272455417732306
TVC03_BWA8,20.572696700975584,3.603942452011643,8.903379574910298,19.395724256348622,7.4083881526141315,11.405810658757513,1.873176918045298,11.368048106220451,4.8509575134521725,12.599807673586986,19.883605805901556,4.291649511984518,4.182721153973742,31.145762894366,14.752709395415312,1.5933821842715785,13.50665195251967,2.118394212083177,2.4592259118931965,1.50699979001218,3.3342627944411696,7.553568755098441,24.643659650981128,41.86561203957559,15.772777212453676,7.525158851115672,7.435434817790508,4.048256383166538,11.665788711489618,5.901935249000221,44.72233446462973,36.878974428048004,11.89355960718027,30.775132068284638,59.5501507976511,8.162252243813333,15.523958130761072,8.833378286094398,27.76107624462536,23.275774193836284,23.860939313281882,15.640333633881074,12.937732736269632,9.081630973572338,24.875812830271066,7.422153283406545,22.883466066063583,8.00487423229504,18.58099561112302,17.591622596925443,8.377025985144996,1.4364236895147864,5.548382235480262,2.518690158893635,3.01798773536811,6.6459515971822425,28.132346512677074,3.050981609372644,14.719954916903445,23.350854651705998,23.513730961549747,19.175695466923642,2.8258546780537555,20.40393430094521,6.539593280316354,3.686920128785096,2.4731577127664774,30.452719477502196,26.412967950374156,9.773089063567323,3.8339239376204626,7.7676813557102635,1.633357622139566,10.685044288396597,13.618247866511226,8.99584334418998,9.332322602396136,9.90340831115081,4.190086453287928,18.533385167012106,40.65373073421322,5.421506997104641,8.975787531446528,2.189287612865398,6.981490557735508,8.760910873000208,2.759750577661249,7.637818117160816,9.37115497858794,17.230105295553578
TVC04_BWA_6,22.912787096362983,9.39374681968175,4.414181762112829,17.794612135559678,0.8777652047351449,2.2950913106609963,4.573718885071353,14.7181665004192,13.33701746906349,5.817991243686505,15.922967310615642,6.620695413943536,10.21107014895746,21.683980342692244,3.889659451867292,10.110940108250013,12.414624419308709,22.804695529138257,5.160453467883594,7.232337898301507,11.086445455779572,2.3187161387323574,4.642515301169036,29.506308422831005,31.877553584779093,8.508239571027413,5.331368359263072,16.993626279031446,21.247957365598506,26.670799844993088,6.884184510408048,8.157867813538648,7.595769443197878,13.504044784043364,10.001155879326209,12.287008314789412,10.801464027094983,5.263367749259857,17.663816117240998,27.494071252867133,39.76252144426777,19.682184941754368,19.781057161485364,7.093913250496823,16.758488981309764,13.774497389079569,11.749814068128963,16.933729972668036,13.602781580950685,21.368323534727097,3.42024267148115,8.234683108543921,3.8083351846940503,4.582339577332228,40.07448798926647,56.96890667687633,61.261049968753746,46.20615327286863,42.431849199386235,59.000280832816024,45.904651364768874,16.09638079911649,13.36825802083501,21.66596242535614,19.85217652416336,15.198835228017705,9.92201902739659,4.285758672538631,20.83481638374443,11.055277533249226,5.2516061342404985,3.7667939798560686,13.947740938023713,6.0689885901833724,9.586872071563127,24.31310344781883,7.009315131310218,4.324393647159645,10.474631235984985,4.4247959156236245,15.994365440514274,3.7076738767638178,8.457382669438145,11.341243881665305,2.7795510965951546,12.456433140321407,5.379240209470966,3.837332581867001,9.78018537252963,22.346768357796584
TVC04_BWA_7,22.72957016587505,7.968794438977651,4.908999230392752,18.20004112450948,1.1170185309037608,5.2167078675986,4.469671734193356,14.613565658598395,12.034791499954181,5.899952592240476,15.625388414906002,9.92323865520657,7.718844682594808,23.890514760466495,3.273573155548434,10.575819187497055,11.403529505650422,22.07247016040242,12.699946044995823,7.67524878437169,15.710528693370872,7.9733437325920224,1.3434764135247121,23.566819831605102,36.57012722548355,7.290124066648721,6.105817833105283,15.781094650482537,27.726753897779204,27.066063615423822,6.57869704377288,7.782485384029695,6.432917716430495,11.762196060032725,9.385557467257216,9.993208299383232,10.78311435420097,6.0145799988194515,17.345824566574308,25.3579044072912,42.43366615222432,24.82102680998826,18.476617154487283,8.99897463621773,15.846767960492924,9.564137309046663,13.814200474284693,14.500748254585794,13.407027815517626,14.789210757060065,3.6190710147001734,9.856358252568919,3.5333867064803592,4.608501997020436,44.74330408049752,53.96215423586626,61.13037087382372,43.428220937787,32.48699909960464,56.796030594701584,45.0452140904447,15.526076489951143,7.906036726325502,20.80538469825425,14.97745046184664,9.993639493582982,10.38971017019106,5.156816797284538,24.04005285049079,10.038102354844026,1.514306730098011,2.3601027697407306,8.424169142413213,5.256717501172068,10.98332944339002,5.693156536183529,1.48916303847305,9.090258845992366,9.966262426815534,4.390315279075644,21.13225750216487,5.1245955912360195,7.85499241279433,7.150748081814879,0.9665632335845783,10.293516762203787,4.138079975450468,5.553001265075068,11.527002993052687,18.05845117502926
TVC04_BWA_8,23.86599609759942,10.250803579263582,4.031329573740378,16.962405698655715,1.9416064806969844,2.463541465491826,3.829861520786127,15.703645805151261,17.390462796186608,6.345697010520199,16.357548052534405,11.699214470782403,8.274839630536048,20.825995033957422,3.9055893324398028,11.506885833225498,12.300003521446813,22.149268109860017,10.097504395885029,7.222457561545706,10.637602471777434,3.2979959347912513,6.959339640677195,27.69788408279419,35.50361926485252,2.669309261760149,5.305578245887897,19.407434518046923,25.660844939221317,31.887014668806014,10.054735357251115,7.671360545932587,11.873201713350866,9.748223981514188,7.369280132640331,12.964020305893959,9.01952889616639,5.950881705072973,18.075852797919975,23.51240298031001,39.85631954537986,20.442795118282643,17.779209099572522,9.762738872580643,14.963620375883096,9.55214757870924,11.390037910084883,13.978485155809409,13.591976844516628,15.568596545840542,3.4210733505192716,9.34528039610254,4.810620010119083,7.234948618385625,42.582643687615096,59.36240939636512,57.32271740445352,45.48996050287437,38.59786701092421,55.21670147589652,47.107311154258646,17.968443923330835,9.187174090600102,19.29651201178227,17.87149478929509,11.69826412024973,12.289884878590538,6.803709779278378,23.7975313685477,10.638719562674801,2.883519792578757,2.153938825719911,10.645937760288371,4.442087116056703,9.514584815810087,11.619972781061687,3.5053369159848047,8.033181989324929,12.620455629161363,12.352538509727404,16.87473271253804,3.167890262559771,10.149186109044894,10.885289273138856,0.5506932080011966,12.739742965715838,4.34681735443453,1.4763930434450452,11.21995141805318,20.15488893871378
TVC05_BWA4,20.864138205385284,6.296910048812087,0.7033483999699374,20.367001628729934,4.844128730074522,4.563414621064934,14.69809645269713,23.91158364145767,10.753782224943368,4.744563729931958,12.626130563929387,3.1517919062607396,16.748995063112158,34.103956878535534,11.892824598892652,21.01034819200739,2.0792935192985293,16.815283951461517,10.648845395017002,3.5197037921967005,22.972778077570684,20.90771209273945,5.140021824452443,25.193849589858303,14.64980217424153,64.8625029857884,7.398764295174501,10.834439234376514,2.9945727405391627,18.755357443846016,3.4795785896965445,13.260864719518324,8.241633319470449,22.846728154997884,10.250069244745356,6.628137806584324,24.78194676102949,16.872208316827315,15.883019171279898,25.98829483349424,15.539383517788401,31.61560327403092,19.80840126758778,23.19510118643171,4.384087412688778,8.619954729096213,2.609546536643526,7.868898639909528,13.247993571795098,10.972248914669711,12.911132918819636,13.180058582826618,3.361009366084778,14.1708085538558,23.615398626546877,7.937479934780849,44.52004452853334,8.266608212761145,6.5538988577751125,50.349555591035,37.27208512544831,17.39536249265325,17.819833420842507,19.430296881816144,22.75479323891804,19.349794804769687,2.0398349027813003,25.768128138248194,33.51635654954161,8.260709660456756,2.4299686880340667,3.5408665203583807,9.90973855065691,9.155017465332998,20.636910427649443,13.964774971283708,2.263943447211671,2.587484648597569,9.540925561821325,30.43052945135423,17.91176198119682,8.75330719465854,6.912364919906978,4.288903980626605,4.805004748966904,14.602426053204338,1.8016049946771524,18.66933674850145,4.978744430378669,13.825866237432866
TVC05_BWA5,17.646577151759683,18.040749328866543,3.2761543212124775,19.165284895202028,1.0431964992719502,6.979082385042571,17.713144339147714,29.181137197505414,20.434722870701908,4.517410008944429,18.315968262119245,7.640801656958109,19.550781212841766,33.967360345734306,17.1411313010898,14.794076029211283,1.287288732135614,21.036203431659004,8.63542165648869,1.489174120308029,23.85870770305357,9.678849554375724,10.050488128065306,20.724228978914407,3.0594030007095165,63.44061616915154,1.7524766049512308,9.716302754766907,7.025204792599817,20.014159260135443,1.8220436037405663,15.558595732933684,2.930161600343154,31.70404720931223,10.221277334411383,4.681479158668082,27.085184216215318,16.83678219884899,8.263493684528743,23.08233798432532,20.648933491857754,27.9638084698814,23.60537051700122,25.128003537034783,5.55460939383113,3.484127166537802,7.913138115572656,6.796836523119043,8.96179742567724,2.8448982541052934,6.347221987371675,27.024415373745384,6.334368762703378,8.077098414434412,20.3659992188859,8.376158374142769,53.53062584651622,7.81364154005293,9.916952045835565,56.531979217311175,27.2283970916968,12.669695070446522,15.932409151990957,27.692442458837732,36.73556379690231,19.822246404584813,4.298791864056145,23.351508550620444,26.143317224109946,6.110219692411387,7.689460251125326,2.9578716003607006,15.834906001152824,17.271002059307758,12.736283940614557,43.55292508040177,12.384350875735738,2.741803764842517,21.569832927162796,36.53712872931736,15.900397290722994,8.254722814850766,2.226451534252458,4.787009946878862,4.554152281294557,9.556775739792796,1.3586636943768666,24.52630895784236,2.12215733467548,4.220808030083643
TVC05_BWA7,19.286165062060594,15.05898978457338,2.2396799567286956,18.470202861535775,2.547379574997189,8.389170696816874,17.283501388144327,27.939291819486044,17.68175433415472,4.478394344242077,16.299679693503926,5.5409876077870965,20.206830663574692,32.15719759865035,15.082850610447181,16.960247210316126,1.4441921415687338,18.69942435081542,9.360782149262517,2.4754941496903387,22.688323301771668,13.432331415988655,10.7310370201609,24.759784008932154,3.1509556666891583,61.4379450927744,2.5598046092167954,6.576970160007477,3.1362995085201173,16.844257857066093,1.595099543710219,12.499627752747063,2.8359737638628975,23.644346580523134,11.83858863671133,2.5444678821446707,27.59082386171891,19.164926100571254,7.49515300691389,21.74665586836636,16.007667294638942,25.444744785870512,17.79210297636668,17.594251643072923,5.240889471105898,2.2065368060032386,6.76841527826947,7.622435181105377,8.174463853579566,2.9104119112991014,7.256845503914889,29.554137243715413,7.630751905318,10.993846181398103,19.042934707337363,7.560866514166962,50.14611002356206,6.717368519327079,8.519121490895591,58.980508806410846,30.39464468339672,14.382440959357254,17.90366910822448,28.546503908258,33.26079406383579,24.87558122709276,3.247535831514521,25.336095905586046,31.917055035243422,7.016708024701562,1.9775309961266312,7.581576917591479,14.673510928826829,14.717468532865032,27.059807708240413,24.069865089539995,2.874921964146817,3.5551967581148007,1.6922380249379212,13.397346210469289,13.545639501863358,7.7998343643574835,3.5551538894983055,8.314256575941307,11.856169847258931,9.059089669864706,2.597797147439928,31.739437352549643,4.0836617705411395,2.5498964723842796
TVC06_BWA_2,18.623430828904983,3.035582273944679,3.3746391358123726,19.032797829446334,6.890701578666648,1.0555131999962983,5.7685983452114575,14.472715554489188,11.098204242309881,12.83140772795606,25.21459671524964,10.935872053572023,18.93417091152331,30.243737711817076,9.593662024762805,1.9633111199419597,4.473364694764301,17.43555486669329,13.672233643375172,6.1572483581010085,4.535082633491269,4.743562227760774,21.723370299834816,49.44289419801312,19.958218432061717,30.241050553382763,36.06025817325209,10.283875826879498,2.181014879395649,7.8853254107031745,4.958135794740317,23.397679772043958,10.903032197253667,13.584815113873457,24.617289071188672,5.187256262290214,1.0502324258651603,7.592275678806858,8.410956553340567,12.539516809039466,31.72177443273835,42.43999574456548,14.070144112715322,3.9637459477939636,7.516359152135898,6.792328251687591,13.908077888431906,8.57402355463785,9.117755937007663,30.654378130245046,7.27092187124379,13.852580411064563,1.7514595102004744,14.924640017839266,32.62111459690221,34.74470437425974,53.36742491291572,37.042584665589274,38.489063724748526,60.59717096137026,15.537086701677442,28.83190894025351,20.100841462104448,18.957362852165605,26.14693213463642,16.743643369138546,10.618158443112186,6.281659128566414,28.805398091750007,11.95320165690409,2.9296501785059803,19.524469075860928,16.404922534421313,4.284131828574956,10.873543144693976,51.30971416785323,18.85594631855898,16.363443888838084,6.486568860747745,16.877469727290347,25.74142503454088,7.629572534683007,6.218076621856559,3.4064071483059677,4.266825494408811,4.020715953544213,12.7532405755792,3.7896391174659207,14.720095047958868,15.617627558960013
